"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2010","2010",2.99,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2011","2011",3.04,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2012","2012",3.07,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2013","2013",3.29,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2014","2014",3.3,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2015","2015",3.12,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2016","2016",3.06,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2017","2017",2.99,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2018","2018",2.81,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2019","2019",2.78,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2020","2020",2.93,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","BEL","Belgium","2021","2021",2.7,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2010","2010",1.55,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2011","2011",1.74,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2012","2012",1.73,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2013","2013",1.69,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2014","2014",1.71,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2015","2015",1.73,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2016","2016",1.75,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2017","2017",1.76,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2018","2018",1.81,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2019","2019",1.8,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2020","2020",2.04,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CZE","Czechia","2021","2021",2.07,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2010","2010",3.14,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2011","2011",3.08,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2012","2012",3.07,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2013","2013",3.05,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2014","2014",3.01,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2015","2015",2.99,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2016","2016",2.95,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2017","2017",2.91,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2018","2018",2.87,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2019","2019",2.85,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2020","2020",2.8,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DNK","Denmark","2021","2021",2.75,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2010","2010",2.73,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2011","2011",2.72,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2012","2012",2.77,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2013","2013",2.79,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2014","2014",2.77,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2015","2015",2.78,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2016","2016",2.74,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2017","2017",2.61,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2018","2018",2.62,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2019","2019",2.59,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2020","2020",2.72,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FIN","Finland","2021","2021",2.69,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2010","2010",2.43,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2011","2011",2.37,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2012","2012",2.45,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2013","2013",2.47,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2014","2014",2.47,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2015","2015",2.43,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2016","2016",2.43,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2017","2017",2.4,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2018","2018",2.38,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2019","2019",2.32,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","FRA","France","2020","2020",2.53,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2010","2010",3.94,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2011","2011",3.74,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2012","2012",3.73,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2013","2013",3.72,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2014","2014",3.63,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2015","2015",3.59,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2016","2016",3.59,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2017","2017",3.49,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2018","2018",3.43,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2019","2019",3.43,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2020","2020",3.56,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","DEU","Germany","2021","2021",3.43,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2010","2010",2.65,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2011","2011",2.86,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2012","2012",2.87,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2013","2013",2.63,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2014","2014",2.65,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2015","2015",2.57,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2019","2019",2.28,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2020","2020",2.53,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GRC","Greece","2021","2021",2.39,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2010","2010",1.6,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2011","2011",1.54,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2012","2012",1.83,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2013","2013",1.94,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2014","2014",1.87,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2015","2015",1.8,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2016","2016",1.98,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2017","2017",2.17,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2018","2018",2.28,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2019","2019",2.17,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2020","2020",2.34,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HUN","Hungary","2021","2021",3.74,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2010","2010",2.35,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2011","2011",2.35,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2012","2012",2.51,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2013","2013",2.5,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2014","2014",2.57,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2015","2015",2.76,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2016","2016",2.78,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2017","2017",2.81,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2018","2018",2.78,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2019","2019",2.73,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2020","2020",3.02,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISL","Iceland","2021","2021",2.83,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2010","2010",4.95,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2011","2011",4.71,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2012","2012",4.63,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2013","2013",4.47,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2014","2014",3.94,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2015","2015",2.9,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2016","2016",2.81,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2017","2017",2.68,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2018","2018",2.5,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2019","2019",2.37,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2020","2020",2.31,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2021","2021",2.06,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","IRL","Ireland","2022","2022",1.78,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2010","2010",2.7,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2011","2011",2.58,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2012","2012",2.63,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2013","2013",2.68,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2014","2014",2.68,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2015","2015",2.57,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2016","2016",2.51,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2017","2017",2.45,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2018","2018",2.39,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2019","2019",2.34,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2020","2020",2.92,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2021","2021",2.58,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ITA","Italy","2022","2022",2.41,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2010","2010",4.63,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2011","2011",4.72,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2012","2012",4.82,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2013","2013",4.81,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2014","2014",4.77,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2015","2015",4.65,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2016","2016",4.66,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2017","2017",4.63,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2018","2018",4.69,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2019","2019",4.91,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","KOR","Korea","2020","2020",5.06,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LUX","Luxembourg","2010","2010",2.36,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LUX","Luxembourg","2011","2011",2.43,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LUX","Luxembourg","2012","2012",2.5,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LUX","Luxembourg","2013","2013",2.57,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LUX","Luxembourg","2014","2014",2.62,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LUX","Luxembourg","2015","2015",2.72,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2010","2010",3.38,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2011","2011",3.26,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2012","2012",3.24,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2013","2013",3.33,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2014","2014",3.28,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2015","2015",3.25,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2016","2016",3.16,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2017","2017",3.05,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2018","2018",2.98,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2019","2019",3.01,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2020","2020",3.29,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","MEX","Mexico","2021","2021",3.12,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2010","2010",3.82,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2011","2011",3.8,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2012","2012",3.92,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2013","2013",3.92,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2014","2014",3.68,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2015","2015",3.7,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2016","2016",3.67,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2017","2017",3.54,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2018","2018",3.45,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2019","2019",3.34,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2020","2020",3.53,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","NLD","Netherlands","2021","2021",3.35,,
